FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34114,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.789500000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35852,0.004427640826120,0.000000807951767
34116,MELBOURNE,2022\PP3083,"211908469",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,1.139200000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35853,0.007485492938404,0.000001165823088
34117,MELBOURNE,RES1\PS346749,"202833556",Melbourne City Council Park Status,Parks and gardens,Neighbourhood link,Local government,Westbourne Road Reserve,Existing,Open,0.021100000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35429,0.000843679172768,0.000000021598191
34118,MELBOURNE,2022\PP3083,"211908469",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.805200000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35854,0.008004496810526,0.000000824057527
34119,MELBOURNE,RES2\PS539860,"216607838",VM Parcels,Parks and gardens,Local link,Local government,Westbourne Road Reserve,Existing,Open,0.009600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35430,0.000499918179614,0.000000009770235
34120,MELBOURNE,NO DATA,"2027272",VM Parcels,Natural and semi-natural open space,Not applicable,NO DATA,NO DATA,Existing,Open,0.299300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35333,0.002630614249969,0.000000306119459
34121,MELBOURNE,RES7\PS340235,"202833550",Melbourne City Council Park Status,Parks and gardens,Local link,Local government,Westbourne Road Reserve,Existing,Open,0.006500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35431,0.000439131902854,0.000000006600197
34122,MELBOURNE,21C~1\PP5514A,"1393759",Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Royal College Of Surgeons Gardens,Existing,Open,0.615700000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35334,0.006566371421002,0.000000629901968
34124,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Exhibition Street Reserve,Existing,Open,0.025200000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35335,0.000765897702513,0.000000025799751
34126,MELBOURNE,RES11\PS340235,"15314",VM Parcels,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.009000000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35432,0.000556358879432,0.000000009211222
34127,MELBOURNE,1~19A\PP2796B,"1371866",VM CL Parcels,Parks and gardens,Not applicable,Crown,Carlton Gardens North,Existing,Open,7.116700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35336,0.012244142256725,0.000007280650100
34128,MELBOURNE,RES15\PS340235,"207434164",VM Parcels,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.005400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35433,0.000365420009375,0.000000005526546
34129,MELBOURNE,16B\PP3084E,"203164627",VM CL Parcels,Parks and gardens,Not applicable,Crown,Fawkner Park,Existing,Open,41.188499999999998,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35337,0.030522467789227,0.000042159934631
34130,MELBOURNE,RES6\LP219647,"211474796",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.017000000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35857,0.002279496139213,0.000000017367812
34131,MELBOURNE,4A~99A\PP2796,"205678761",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.151700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35338,0.003108884529729,0.000000155136835
34132,MELBOURNE,RES1\LP216438,"2027398",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.225300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35858,0.002673057349163,0.000000230476768
34134,MELBOURNE,1\PS536990,"210118460",Manual addition,Natural and semi-natural open space,Not applicable,Public authority,Moonee Ponds Creek,Existing,Open,0.171700000000000,,Public open space,VicTrack,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35859,0.002857347270732,0.000000175616084
34136,MELBOURNE,2040\PP5514A,"211837458",VM CL Parcels,Parks and gardens,Not applicable,Crown,Yarra Park,Existing,Open,0.603300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35339,0.004084469991712,0.000000617374271
34138,MELBOURNE,7A~D\PP2796J,"206281923",VM CL Parcels,Parks and gardens,Not applicable,Crown,The Avenue Reserve (South),Existing,Open,0.302700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35340,0.002899389225935,0.000000309623387
34139,MELBOURNE,L1\PP5514D,"203260799",VM CL Parcels,Sportsfields and organised recreation,Not applicable,Crown,Yarra Boathouses,Existing,Open,0.672400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35860,0.005534976323842,0.000000688025678
34141,MELBOURNE,12F~57\PP3084B,"52685574",VM CL Parcels,Parks and gardens,Not applicable,Crown,Westgate Park,Existing,Open,0.377200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35861,0.003470260796679,0.000000386009137
34143,MELBOURNE,2019\PP2796,"206457261",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,0.156300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35862,0.006301691973377,0.000000159862630
34144,MELBOURNE,RES4\PS340235,"212469655",Manual addition,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.006000000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35438,0.000651586901828,0.000000006142899
34145,MELBOURNE,RES1\PS702725,"218640364",VM Parcels,Parks and gardens,Not applicable,NO DATA,Station Street Park,Existing,Open,0.254900000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35342,0.003021205896157,0.000000260775091
34146,MELBOURNE,RES4\PS340235,"212469655",Manual addition,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.008700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35439,0.000642309527372,0.000000008897112
34147,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Courtney Street Reserve,Existing,Open,0.045600000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35343,0.001080191046832,0.000000046701336
34149,MELBOURNE,RES2\PS322880,"12569",VM Parcels,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.069600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35440,0.001126623959084,0.000000071235721
34151,MELBOURNE,RES4\PS340235,"212469655",Manual addition,Recreation corridor,Local link,Local government,Kensington Banks Small Reserves,Existing,Open,0.008700000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-YzyOGz7u_dk/Ve-IRNCWD9I/AAAAAAAAEgs/N2Sozq3lC0kPeexjFsQN37TNTI9dV_4EgCCo/s288/Shared%2BTrail%2B-%2BBoroondara.JPG,35441,0.000641650757913,0.000000008906197
34152,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Bedford Street Reserve,Existing,Open,0.099700000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35344,0.001384331211119,0.000000101958977
34155,MELBOURNE,2140\PP2796,"203256803",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Park,Existing,Open,1.425700000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35865,0.012437537126893,0.000001458082846
