FID,LGA,VM_PARCEL_,VM_PARCE_1,DATA_SOURC,OS_CATEGOR,OS_CATEG_2,OWNER_TYPE,PARK_NAME,OS_STATUS,OS_ACCESS,HA,WATER_BODY,OS_TYPE,OWNER_NAME,Image_URL,VPA_ID,SHAPE_Leng,SHAPE_Area
34785,MELBOURNE,2019\PP5514D,"202696390",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,0.019700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35636,0.004337126440484,0.000000020134339
34789,MELBOURNE,21B2~2\PP2541,"211565067",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River Bike Trail,Existing,Open,0.016300000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35637,0.001253787997389,0.000000016653859
34790,MELBOURNE,2A~19D\PP5514A,"52563698",VM CL Parcels,Parks and gardens,Metropolitan link,Crown,Stapely Parade Reserve,Existing,Open,0.344700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35544,0.005600325882466,0.000000352790298
34793,MELBOURNE,2076\PP5514C,"205458873",VM CL Parcels,Parks and gardens,Not applicable,Crown,Wellington Park,Existing,Open,0.880900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35638,0.008244507392646,0.000000901303871
34795,MELBOURNE,,,Manual addition,Natural and semi-natural open space,Not applicable,NO DATA,Yarra River,Existing,Open,17.016100000000002,Yes,Public open space,NO DATA,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35966,0.033122108204112,0.000017412190657
34797,MELBOURNE,2064\PP5514C,"203294271",VM CL Parcels,Natural and semi-natural open space,Not applicable,Crown,Berthing of Boats,Existing,Open,0.033500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35639,0.000878164850706,0.000000034303792
34798,MELBOURNE,1B~19\PP5514A,"151569681",VM CL Parcels,Parks and gardens,Not applicable,Crown,Weedon Reserve,Existing,Open,0.160500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35546,0.001910887050008,0.000000164254846
34799,MELBOURNE,7~19D\PP5514A,"220863786",Melbourne City Council Park Status,Parks and gardens,Not applicable,Crown,Stapely Parade Reserve,Existing,Open,0.044100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35967,0.000915093145554,0.000000045081688
34808,MELBOURNE,5~5\PP5514C,"1397128",VM CL Parcels,Parks and gardens,Not applicable,Crown,Treasury Gardens,Existing,Open,5.766700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35548,0.009996692346671,0.000005900591923
34809,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.909700000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35970,0.006304687655672,0.000000930952761
34813,MELBOURNE,2008\PP5514A,"202695753",VM CL Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.090500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35971,0.001615219223961,0.000000092577091
34816,MELBOURNE,2~1A\PP5514C,"205740535",VM CL Parcels,Parks and gardens,Not applicable,Crown,Gordon Reserve,Existing,Open,0.161700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35550,0.002302078487829,0.000000165480790
34820,MELBOURNE,1A~1A\PP5514C,"2021927",VM CL Parcels,Parks and gardens,Not applicable,Crown,Parliament Gardens,Existing,Open,0.732800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35551,0.004055250958291,0.000000749793643
34821,MELBOURNE,2028\PP3084,"211909949",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.880800000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35973,0.006160154218660,0.000000901346837
34824,MELBOURNE,54A\PP2796B,"1368924",VM CL Parcels,Parks and gardens,Not applicable,Crown,Murchison Square,Existing,Open,0.376700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35552,0.002618764146219,0.000000385331702
34825,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.474600000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35974,0.004285218207833,0.000000485647342
34828,MELBOURNE,G1\PP5514D,"202946902",VM CL Parcels,Parks and gardens,Not applicable,Crown,La Trobe Cottage & Gardens,Existing,Open,0.107900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35553,0.001410399130441,0.000000110423239
34832,MELBOURNE,K\PP5514D,"206091935",VM CL Parcels,Parks and gardens,Not applicable,Crown,Royal Botanic Gardens - Melbourne,Existing,Open,0.788500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35554,0.004531251543507,0.000000806963714
34833,MELBOURNE,2039\PP5514A,"213434501",VM Parcels,Parks and gardens,Not applicable,Crown,Goschs Paddock,Existing,Open,0.414900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35976,0.003045513131401,0.000000424562578
34836,MELBOURNE,A\PP5514D,"52563619",VM CL Parcels,Parks and gardens,Not applicable,Crown,Shrine of Remembrance Reserve,Existing,Open,13.000100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35555,0.016259424174694,0.000013304730639
34837,MELBOURNE,2011\PP5514A,"202695718",VM Parcels,Parks and gardens,Metropolitan link,Crown,Stapely Parade Reserve,Existing,Open,0.064800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35977,0.004558861244972,0.000000066303848
34840,MELBOURNE,1~49A\PP2796B,"1390859",VM CL Parcels,Parks and gardens,Not applicable,Crown,Macarthur Square,Existing,Open,0.359400000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35556,0.004461574318688,0.000000367692806
34841,MELBOURNE,,"202695774",VM Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.264000000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35978,0.005597170775132,0.000000270204505
34842,MELBOURNE,A\PS548191,"211405086",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Warun Biik Park,Existing,Open,0.116600000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35650,0.002453505933301,0.000000119315624
34844,MELBOURNE,14A~E\PP3084D,"52563823",VM CL Parcels,Parks and gardens,Not applicable,Crown,Sturt Street Reserve,Existing,Open,0.480700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35557,0.003039274715418,0.000000491936527
34845,MELBOURNE,2038\PP5514C,"202261155",VM CL Parcels,Parks and gardens,Metropolitan link,Crown,Birrarung Marr,Existing,Open,7.378900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35979,0.029570718677357,0.000007550642079
34847,MELBOURNE,1~26\PP5514A,"1389227",VM CL Parcels,Parks and gardens,Not applicable,Crown,Powlett Reserve,Existing,Open,1.840600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35558,0.006794345167004,0.000001883248326
34848,MELBOURNE,2008\PP5514A,"202695753",VM CL Parcels,Parks and gardens,Not applicable,NO DATA,Stapely Parade Reserve,Existing,Open,0.037800000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35980,0.001235013606134,0.000000038692474
34851,MELBOURNE,23A~2\PP2541,"151299931",VM CL Parcels,Parks and gardens,Not applicable,Crown,Womens Peace Gardens,Existing,Open,0.659600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35559,0.003443874653205,0.000000674710738
34852,MELBOURNE,2023\PP3083,"211908567",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.700200000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35981,0.006985040732801,0.000000716556303
34853,MELBOURNE,RES3\PS340235,"1371683",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.334300000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35653,0.003337075304886,0.000000341906276
34854,MELBOURNE,M\PP5514D,"52563656",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,1.576100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35560,0.007763301881593,0.000001612754488
34856,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,0.839400000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35982,0.006359824313878,0.000000858944355
34857,MELBOURNE,RES17\PS340235,"52422581",ARCUE2002,Parks and gardens,Not applicable,Local government,Kensington Banks Small Reserves,Existing,Open,0.058500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35654,0.000980416783296,0.000000059791744
34858,MELBOURNE,P\PP5514D,"206101026",VM CL Parcels,Parks and gardens,Not applicable,Crown,Alexandra Gardens,Existing,Open,1.193800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35561,0.005438334341555,0.000001221631632
34860,MELBOURNE,2026\PP3084,"211909880",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,3.407100000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35983,0.020780358900029,0.000003486459455
34861,MELBOURNE,2095\PP3084D,"210220832",VM CL Parcels,Parks and gardens,Not applicable,Crown,River Esplanade,Existing,Open,1.203000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35655,0.013525349255431,0.000001231077508
34864,MELBOURNE,2010\PP5514A,"202695750",VM Parcels,Parks and gardens,Metropolitan link,Crown,Stapely Parade Reserve,Existing,Open,0.176800000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35984,0.012690552722999,0.000000180902105
34865,MELBOURNE,2142\PP5514C,"202966802",VM CL Parcels,Parks and gardens,Not applicable,Crown,Docklands Park,Existing,Open,0.536700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35656,0.003118543426529,0.000000549216616
34868,MELBOURNE,2021\PP3083,"211908382",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Yarra River,Existing,Open,3.738600000000000,Yes,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35985,0.022645808045805,0.000003825672064
34869,MELBOURNE,2143\PP5514C,"210125468",VM CL Parcels,Parks and gardens,Not applicable,Crown,Docklands Park,Existing,Open,0.589700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35657,0.004508162455157,0.000000603456102
34872,MELBOURNE,2\TP23323,"216118197",VM Parcels,Natural and semi-natural open space,Metropolitan link,Public authority,Moonee Ponds Creek Frontage & Trail,Existing,Open,0.131500000000000,,Public open space,VicTrack,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35658,0.002191995825887,0.000000134530800
34875,MELBOURNE,2066\PP5514A,"213434498",VM CL Parcels,Sportsfields and organised recreation,Not applicable,Crown,Goschs Paddock,Existing,Open,6.764500000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-IeXcYfXdodo/V47dakbegkI/AAAAAAAAEz8/O9rC3RsPeCAza_GXH_xwCrK0oqmj7UE6gCCo/s288/Collingwood%2Boval.jpg,35659,0.010778241347235,0.000006922657552
34878,MELBOURNE,2169\PP2541,"212684332",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River Bike Trail,Existing,Open,0.025700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35660,0.000812690023581,0.000000026294520
34881,MELBOURNE,2171\PP2541,"209158992",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River frontage - Melbourne,Existing,Open,0.033700000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35661,0.000768931391270,0.000000034483316
34884,MELBOURNE,2172\PP2541,"209158983",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River frontage - Melbourne,Existing,Open,0.057000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35662,0.001048635419658,0.000000058330699
34887,MELBOURNE,RES1\PS509284,"208260284",VM Planning,Parks and gardens,Not applicable,Local government,Riverside Park,Existing,Open,0.084400000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35663,0.001782162630301,0.000000086341434
34893,MELBOURNE,2002\PP2796F,"219693622",VM Parcels,Parks and gardens,Not applicable,Crown,Errol Street Reserve,Existing,Open,0.437600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35665,0.004363299120681,0.000000447649621
34896,MELBOURNE,2177\PP2541,"212684323",VM CL Parcels,Natural and semi-natural open space,Regional link,Crown,Maribyrnong River Bike Trail,Existing,Open,0.054200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35666,0.001788506819316,0.000000055438267
34899,MELBOURNE,2041\PP5514A,"211837456",VM CL Parcels,Parks and gardens,Not applicable,Crown,Yarra Park,Existing,Open,0.052100000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35667,0.001405027802853,0.000000053360183
34900,MELBOURNE,2094\PP3084D,"219298101",VM Parcels,Parks and gardens,Not applicable,Crown,Cook Street Reserve,Existing,Open,0.047600000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35574,0.001208038541553,0.000000048747542
34902,MELBOURNE,RES2\LP213345,"211474633",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Stock Route Reserve,Existing,Open,0.062500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35668,0.001931673442337,0.000000063918792
34905,MELBOURNE,19A~19\PP2541,"206083241",VM Parcels,Natural and semi-natural open space,Not applicable,Crown,Wildlife Sanctuary,Existing,Open,0.025200000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-mCSb2HRxCUs/VbbQM7O_IEI/AAAAAAAAERc/sKW1D8O1X5UUOn-2GQ4k82FWGU1iB0NAgCCo/s288/Bushland%2B-%2BWhitehorse.JPG,35669,0.001144049597042,0.000000025789413
34906,MELBOURNE,RES1\PS437659,"209600246",VM Parcels,Parks and gardens,Not applicable,Local government,Eureka Reserve,Existing,Open,0.045500000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35576,0.000905983001573,0.000000046542732
34908,MELBOURNE,NO DATA,"173312927",ARCUE2002,Parks and gardens,Not applicable,NO DATA,Miles & Dodds Street Reserve,Existing,Open,0.035100000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35577,0.000988975778656,0.000000035968596
34910,MELBOURNE,3\PS638633,"215855976",Melbourne City Council Park Status,Parks and gardens,Not applicable,Local government,J J Holland Park,Existing,Open,0.291000000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35670,0.002558065112030,0.000000297652379
34912,MELBOURNE,2148\PP2796,"203641697",VM CL Parcels,Parks and gardens,Not applicable,Crown,Galada Avenue Reserve,Existing,Open,1.333000000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35671,0.007102545620512,0.000001363314462
34913,MELBOURNE,,"202695774",VM Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.116300000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35578,0.004486016020808,0.000000118972990
34914,MELBOURNE,2\PS306861,"211480807",VM Parcels,Parks and gardens,Neighbourhood link,Local government,Kensington Hall Reserve,Existing,Open,0.079800000000000,,Public open space,Melbourne City Council,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35672,0.001760756435224,0.000000081642969
34915,MELBOURNE,2244\PP5514C,"202695769",VM Parcels,Parks and gardens,Metropolitan link,NO DATA,Stapely Parade Reserve,Existing,Open,0.239500000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35579,0.004813093816462,0.000000245093217
34917,MELBOURNE,1\TP431504,"2021594",VM Parcels,Parks and gardens,Not applicable,Public authority,Golden Elm Reserve,Existing,Open,0.075600000000000,,Public open space,VicRoads,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35580,0.001154747994155,0.000000077323847
34919,MELBOURNE,3C\PP3084D,"207448086",ARCUE2002,Parks and gardens,Not applicable,Crown,NO DATA,Existing,Open,0.127900000000000,,Public open space,Crown,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35673,0.001601137324110,0.000000130871389
34922,MELBOURNE,,,Melbourne City Council Park Status,Parks and gardens,Not applicable,NO DATA,Weedon Reserve,Existing,Open,0.087900000000000,,Public open space,NO DATA,https://lh3.googleusercontent.com/-rdTUgqfNyXg/VbbYZb1fjoI/AAAAAAAAESY/ZS9WwcwlDJwHifT4nCXIgAXNSR6N0tY1gCCo/s288/Water%2B-%2BHume.JPG,35581,0.001892075983330,0.000000089978560
